# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 31 11:31:24 2025
#
# User preference: *
#
# CONSTRAINT:  where (pl_refname like '%Rosenthal%')
# CONSTRAINT:  order by sy_pnum desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
55 Cnc f,55 Cnc,0,2,5,Radial Velocity,2007,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,260.98000000,0.24000000,-0.24000000,0,0.792000,0.012000,-0.012000,0,,,,,,,,,46.87969,2.98759,-2.98759,0,0.14750,0.00940,-0.00940,0,Msini,0.142000,0.060000,-0.066000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5317.89,80.51,-80.51,0,0.96,0.02,-0.02,0,0.97,0.05,-0.05,0,0.383,0.055,-0.055,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523,2021-09-20,2021-07,2021-09-20
GJ 876 b,GJ 876,0,1,4,Radial Velocity,1998,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,61.03474000,0.00080000,-0.00084000,0,0.217700,0.001800,-0.001900,0,,,,,,,,,672.20708,11.12399,-11.44182,0,2.11500,0.03500,-0.03600,0,Msini,0.002000,0.001900,-0.001400,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3293.74,48.39,-48.39,0,0.37,0.01,-0.01,0,0.37,0.01,-0.01,0,0.213,0.064,-0.064,0,[Fe/H],4.87,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700,10.1600000,0.1000000,-0.1000000,5.0100000,0.0210000,-0.0210000,8.8753000,0.0014500,-0.0014500,2021-09-20,2021-07,2021-09-20
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,30.22902000,0.00052000,-0.00055000,0,0.136300,0.001100,-0.001200,0,,,,,,,,,221.84423,3.81394,-4.13177,0,0.69800,0.01200,-0.01300,0,Msini,0.006900,0.006300,-0.005000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3293.74,48.39,-48.39,0,0.37,0.01,-0.01,0,0.37,0.01,-0.01,0,0.213,0.064,-0.064,0,[Fe/H],4.87,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700,10.1600000,0.1000000,-0.1000000,5.0100000,0.0210000,-0.0210000,8.8753000,0.0014500,-0.0014500,2021-09-20,2021-07,2021-09-20
GJ 876 d,GJ 876,0,1,4,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1.93791600,0.00002700,-0.00003000,0,0.021830,0.000180,-0.000190,0,,,,,,,,,5.84804,0.50853,-0.47674,0,0.01840,0.00160,-0.00150,0,Msini,0.273000,0.093000,-0.098000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3293.74,48.39,-48.39,0,0.37,0.01,-0.01,0,0.37,0.01,-0.01,0,0.213,0.064,-0.064,0,[Fe/H],4.87,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700,10.1600000,0.1000000,-0.1000000,5.0100000,0.0210000,-0.0210000,8.8753000,0.0014500,-0.0014500,2022-05-09,2021-07,2022-05-09
HD 141399 b,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,94.37500000,0.02800000,-0.02900000,0,0.417600,0.007000,-0.007200,0,,,,,,,,,143.65844,5.40308,-5.40308,0,0.45200,0.01700,-0.01700,0,Msini,0.053000,0.015000,-0.015000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0,1.39,0.03,-0.03,0,1.09,0.06,-0.06,0,0.366,0.057,-0.057,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000,0.0330000,-0.0329000,7.2085600,0.0230000,-0.0230000,5.4990000,0.0180000,-0.0180000,7.0092600,0.0001860,-0.0001860,2021-09-20,2021-05,2021-09-20
HD 141399 c,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,201.77600000,0.05900000,-0.06000000,0,0.693000,0.012000,-0.012000,0,,,,,,,,,422.39395,14.62011,-14.93794,0,1.32900,0.04600,-0.04700,0,Msini,0.046500,0.006800,-0.006800,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0,1.39,0.03,-0.03,0,1.09,0.06,-0.06,0,0.366,0.057,-0.057,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000,0.0330000,-0.0329000,7.2085600,0.0230000,-0.0230000,5.4990000,0.0180000,-0.0180000,7.0092600,0.0001860,-0.0001860,2021-09-20,2021-05,2021-09-20
HD 141399 d,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1074.80000000,3.20000000,-3.30000000,0,2.114000,0.036000,-0.037000,0,,,,,,,,,401.41728,14.93794,-14.93794,0,1.26300,0.04700,-0.04700,0,Msini,0.044000,0.013000,-0.013000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0,1.39,0.03,-0.03,0,1.09,0.06,-0.06,0,0.366,0.057,-0.057,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000,0.0330000,-0.0329000,7.2085600,0.0230000,-0.0230000,5.4990000,0.0180000,-0.0180000,7.0092600,0.0001860,-0.0001860,2021-09-20,2021-05,2021-09-20
HD 141399 e,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,3336.00000000,80.00000000,-83.00000000,0,4.500000,0.110000,-0.110000,0,,,,,,,,,204.68149,13.34879,-12.71314,0,0.64400,0.04200,-0.04000,0,Msini,0.047000,0.052000,-0.033000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0,1.39,0.03,-0.03,0,1.09,0.06,-0.06,0,0.366,0.057,-0.057,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000,0.0330000,-0.0329000,7.2085600,0.0230000,-0.0230000,5.4990000,0.0180000,-0.0180000,7.0092600,0.0001860,-0.0001860,2021-09-20,2021-05,2021-09-20
HD 164922 b,HD 164922,0,1,4,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1198.50000000,3.20000000,-3.10000000,0,2.149000,0.025000,-0.025000,0,,,,,,,,,109.33297,4.13177,-4.13177,0,0.34400,0.01300,-0.01300,0,Msini,0.065000,0.027000,-0.029000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5393.43,68.33,-68.33,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0,0.197,0.057,-0.057,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000,0.0152000,-0.0151000,7.0122700,0.0230000,-0.0230000,5.1130000,0.0200000,-0.0200000,6.7861400,0.0001710,-0.0001710,2021-09-20,2021-07,2021-09-20
HD 164922 c,HD 164922,0,1,4,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,75.81700000,0.03700000,-0.03800000,0,0.341100,0.003900,-0.003900,0,,,,,,,,,14.33406,1.14418,-1.11240,0,0.04510,0.00360,-0.00350,0,Msini,0.096000,0.088000,-0.066000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5393.43,68.33,-68.33,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0,0.197,0.057,-0.057,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000,0.0152000,-0.0151000,7.0122700,0.0230000,-0.0230000,5.1130000,0.0200000,-0.0200000,6.7861400,0.0001710,-0.0001710,2021-09-20,2021-07,2021-09-20
HD 164922 d,HD 164922,0,1,4,Radial Velocity,2020,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,12.45840000,0.00190000,-0.00230000,0,0.102300,0.001200,-0.001200,0,,,,,,,,,4.73564,0.66744,-0.66744,0,0.01490,0.00210,-0.00210,0,Msini,0.180000,0.170000,-0.120000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5393.43,68.33,-68.33,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0,0.197,0.057,-0.057,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000,0.0152000,-0.0151000,7.0122700,0.0230000,-0.0230000,5.1130000,0.0200000,-0.0200000,6.7861400,0.0001710,-0.0001710,2021-09-20,2021-07,2021-09-20
HD 164922 e,HD 164922,1,1,4,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,41.76300000,0.01200000,-0.01200000,0,0.229200,0.002600,-0.002700,0,,,,,,,,,10.52012,0.98527,-0.98527,0,0.03310,0.00310,-0.00310,0,Msini,0.086000,0.083000,-0.060000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5393.43,68.33,-68.33,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0,0.197,0.057,-0.057,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000,0.0152000,-0.0151000,7.0122700,0.0230000,-0.0230000,5.1130000,0.0200000,-0.0200000,6.7861400,0.0001710,-0.0001710,2021-09-20,2021-07,2021-09-20
rho CrB b,rho CrB,0,1,4,Radial Velocity,1997,Fred Lawrence Whipple Observatory,Published Confirmed,1,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,39.84324000,0.00067000,-0.00066000,0,0.221300,0.002500,-0.002500,0,,,,,,,,,335.94463,7.62788,-7.62788,0,1.05700,0.02400,-0.02400,0,Msini,0.035500,0.003500,-0.003700,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5770.31,84.02,-84.02,0,1.36,0.03,-0.03,0,0.91,0.03,-0.03,0,-0.194,0.059,-0.059,0,[Fe/H],4.13,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m02.42s,240.2600639,+33d18m00.67s,33.3001861,17.4671000,0.0241000,-0.0240000,5.4081600,0.0230000,-0.0230000,3.8570000,0.0360000,-0.0360000,5.2416700,0.0021744,-0.0021744,2021-09-20,2021-07,2021-09-20
rho CrB c,rho CrB,0,1,4,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,102.55700000,0.07800000,-0.07900000,0,0.415700,0.004600,-0.004700,0,,,,,,,,,28.12781,1.74806,-1.77984,0,0.08850,0.00550,-0.00560,0,Msini,0.044000,0.050000,-0.031000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5770.31,84.02,-84.02,0,1.36,0.03,-0.03,0,0.91,0.03,-0.03,0,-0.194,0.059,-0.059,0,[Fe/H],4.13,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m02.42s,240.2600639,+33d18m00.67s,33.3001861,17.4671000,0.0241000,-0.0240000,5.4081600,0.0230000,-0.0230000,3.8570000,0.0360000,-0.0360000,5.2416700,0.0021744,-0.0021744,2021-09-20,2021-07,2021-09-20
47 UMa b,47 UMa,0,1,3,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1076.60000000,1.30000000,-1.10000000,0,2.059000,0.031000,-0.032000,0,,,,,,,,,774.86566,27.01541,-27.01541,0,2.43800,0.08500,-0.08500,0,Msini,0.016000,0.007600,-0.008000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5829.16,94.78,-94.78,0,1.14,0.03,-0.03,0,1.01,0.05,-0.05,0,0.026,0.061,-0.061,0,[Fe/H],4.33,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294,2021-09-20,2021-05,2021-09-20
47 UMa c,47 UMa,0,1,3,Radial Velocity,2001,Lick Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,2287.00000000,19.00000000,-16.00000000,0,3.404000,0.054000,-0.056000,0,,,,,,,,,157.96072,10.17051,-9.53485,0,0.49700,0.03200,-0.03000,0,Msini,0.179000,0.090000,-0.092000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5829.16,94.78,-94.78,0,1.14,0.03,-0.03,0,1.01,0.05,-0.05,0,0.026,0.061,-0.061,0,[Fe/H],4.33,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294,2021-09-20,2021-05,2021-09-20
