# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  5 13:03:20 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_year < 2025
# CONSTRAINT:  and pl_orbsmaxstr > 0.1
# CONSTRAINT:  and pl_rvampstr > 1
# CONSTRAINT:  and st_massstr in (0.6,1.6))
# CONSTRAINT:  order by hostname desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI2525 b,TOI2525,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,23.28560000000,0.00170000000,-0.00170000000,0,0.1511000000,0.0020000000,-0.0020000000,0,8.67575106,0.11208981,-0.11208981,0,0.77400000,0.01000000,-0.01000000,0,26.69758619,1.58914204,-1.58914204,0,0.08400000,0.00500000,-0.00500000,0,Mass,0.170000,0.011000,-0.010000,0,16.3643,,,0,512.97,,,0,1,6.70000,0.40000,-0.40000,0,K8 V,5096.00,102.00,-102.00,0,0.785000,0.031000,-0.031000,0,0.849000,0.042000,-0.042000,0,0.1400,0.0500,-0.0500,0,[Fe/H],4.580000,0.200000,-0.200000,0,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.39800000,2.25300000,-2.22900000,14.2160000,0.0920000,-0.0920000,11.9050000,0.0240000,-0.0240000,14.0120000,0.0002420,-0.0002420
TOI2525 c,TOI2525,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,49.25190000000,0.00040000000,-0.00040000000,0,0.2490000000,0.0040000000,-0.0040000000,0,10.13291855,0.11208981,-0.11208981,0,0.90400000,0.01000000,-0.01000000,0,208.81326340,9.85268062,-10.17050902,0,0.65700000,0.03100000,-0.03200000,0,Mass,0.157000,0.008000,-0.007000,0,6.0478,,,0,399.96,,,0,1,41.20000,2.20000,-2.20000,0,K8 V,5096.00,102.00,-102.00,0,0.785000,0.031000,-0.031000,0,0.849000,0.042000,-0.042000,0,0.1400,0.0500,-0.0500,0,[Fe/H],4.580000,0.200000,-0.200000,0,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.39800000,2.25300000,-2.22900000,14.2160000,0.0920000,-0.0920000,11.9050000,0.0240000,-0.0240000,14.0120000,0.0002420,-0.0002420
TOI2485 b,TOI2485,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,11.23479000000,0.00005400000,-0.00005200000,0,0.1093000000,0.0055000000,-0.0057000000,0,12.13932610,0.50440413,-0.50440413,0,1.08300000,0.04500000,-0.04500000,0,766.60211768,27.96889982,-27.65107141,0,2.41200000,0.08800000,-0.08700000,0,Mass,0.034100,0.010900,-0.008700,0,275.6000,27.2000,-23.5000,0,1134.00,27.00,-25.00,0,0,197.84000,3.99000,-3.80000,0,,6016.40,119.00,-119.00,0,1.720000,0.069000,-0.069000,0,1.163000,0.053000,-0.053000,0,0.0970,0.0590,-0.0590,0,[M/H],4.010000,0.080000,-0.080000,0,13h40m49.04s,205.2043217,+22d59m02.29s,22.9839692,397.95300000,8.22100000,-7.90000000,11.9350000,0.0260000,-0.0260000,10.0510000,0.0210000,-0.0210000,11.3730000,0.0007030,-0.0007030
TOI2458 c,TOI2458,1,2,Radial Velocity,2024,La Silla Observatory,0,16.55300000000,0.05900000000,-0.06100000000,0,0.1290000000,0.0020000000,-0.0020000000,0,3.18000000,,,0,0.28300000,,,0,10.22000000,1.71000000,-1.90000000,0,0.03215572,0.00538026,-0.00597807,0,Msini,0.290000,0.160000,-0.160000,0,,,,,,,,,0,2.63000,0.48000,-0.48000,0,F9-F9.5,6005.00,50.00,-50.00,0,1.310000,0.030000,-0.030000,0,1.050000,0.030000,-0.030000,0,-0.1000,0.0500,-0.0500,0,[Fe/H],4.200000,0.050000,-0.050000,0,05h18m29.17s,79.6215290,+01d15m12.38s,1.2534390,112.95800000,0.54000000,-0.53500000,9.2020000,0.0030000,-0.0030000,7.8910000,0.0230000,-0.0230000,9.0971600,0.0003100,-0.0003100
TOI2447 b,TOI2447,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,69.33684000000,0.00009000000,-0.00011000000,0,0.3470000000,0.0290000000,-0.0260000000,0,9.60609646,0.13450777,-0.12329879,0,0.85700000,0.01200000,-0.01100000,0,124.90656395,9.85268062,-8.58136699,0,0.39300000,0.03100000,-0.02700000,0,Mass,0.170000,0.020000,-0.100000,0,44.5933,,,0,414.00,28.00,-7.00,0,1,18.80000,0.14000,-0.14000,0,,5730.00,80.00,-80.00,0,1.006000,0.009000,-0.009000,0,1.034000,0.032000,-0.032000,0,0.1800,0.0800,-0.0800,0,[Fe/H],4.300000,0.100000,-0.100000,0,04h43m59.42s,70.9975864,-31d54m23.89s,-31.9066369,148.98700000,0.61500000,-0.61000000,10.5070000,0.0060000,-0.0060000,9.1200000,0.0260000,-0.0260000,10.4403000,0.0003960,-0.0003960
TOI2443 b,TOI2443,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,15.66858000000,0.00010000000,-0.00010000000,0,0.1050000000,0.0025000000,-0.0025000000,0,2.36300000,0.06600000,-0.06600000,0,0.21081310,0.00588814,-0.00588814,0,4.80000000,1.10000000,-1.10000000,0,0.01510249,0.00346099,-0.00346099,0,Mass,0.301000,0.046000,-0.034000,0,13.2931,,,0,519.00,6.00,-6.00,0,0,1.74000,0.40000,-0.39000,0,K5 V,4375.00,65.00,-65.00,0,0.631000,0.014000,-0.014000,0,0.642000,0.026000,-0.026000,0,-0.2900,0.1200,-0.1200,0,[Fe/H],4.420000,0.200000,-0.200000,0,02h40m43.17s,40.1798608,+01d11m58.83s,1.1996757,23.92580000,0.02320000,-0.02330000,9.5100000,0.0300000,-0.0300000,6.5000000,0.0180000,-0.0180000,9.0333000,0.0004240,-0.0004240
TOI2373 b,TOI2373,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,13.33668000000,0.00001000000,-0.00001000000,0,0.1120000000,0.0010000000,-0.0010000000,0,10.42435205,0.22417961,-0.22417961,0,0.93000000,0.02000000,-0.02000000,0,2955.80418510,63.56568140,-63.56568140,0,9.30000000,0.20000000,-0.20000000,0,Mass,0.112000,0.007000,-0.009000,0,69.8726,,,0,860.00,10.00,-10.00,0,0,784.00000,10.00000,-10.00000,0,,5651.00,80.00,-80.00,0,1.102000,0.019000,-0.019000,0,1.041000,0.032000,-0.028000,0,0.3000,0.0500,-0.0500,0,[Fe/H],4.371000,0.024000,-0.023000,0,04h06m44.69s,61.6862197,-16d45m20.72s,-16.7557546,508.68600000,7.43100000,-7.22300000,13.2510000,0.0800000,-0.0800000,11.5860000,0.0250000,-0.0250000,13.0711000,0.0003370,-0.0003370
TOI2338 b,TOI2338,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,22.65398000000,0.00002000000,-0.00002000000,0,0.1580000000,0.0030000000,-0.0030000000,0,11.20898070,0.22417961,-0.22417961,0,1.00000000,0.02000000,-0.02000000,0,1900.61387386,66.74396547,-63.56568140,0,5.98000000,0.21000000,-0.20000000,0,Mass,0.676000,0.002000,-0.002000,0,13.8485,,,0,799.00,10.00,-11.00,0,0,584.00000,4.00000,-4.00000,0,,5581.00,60.00,-60.00,0,1.050000,0.010000,-0.010000,0,0.990000,0.030000,-0.020000,0,0.2200,0.0400,-0.0400,0,[Fe/H],4.400000,0.020000,-0.020000,0,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.99600000,1.98000000,-1.95600000,12.4830000,0.0300000,-0.0300000,10.6640000,0.0250000,-0.0250000,12.1856000,0.0001290,-0.0001290
TOI2295 b,TOI2295,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,30.03330200000,0.00007200000,-0.00007300000,0,0.1992000000,0.0039000000,-0.0041000000,0,16.47720163,9.52763359,-5.94075977,0,1.47000000,0.85000000,-0.53000000,0,278.09985612,13.34879309,-13.03096469,0,0.87500000,0.04200000,-0.04100000,0,Mass,0.334000,0.012000,-0.012000,0,42.0912,,,0,747.00,24.00,-24.00,0,0,54.70000,1.30000,-1.30000,0,,5730.00,140.00,-140.00,0,1.459000,0.056000,-0.058000,0,1.168000,0.070000,-0.071000,0,0.3160,0.0400,-0.0400,0,[Fe/H],4.176000,0.042000,-0.039000,0,18h46m18.29s,281.5761962,+50d29m32.88s,50.4924657,126.27900000,0.39600000,-0.39400000,9.5950000,0.0040000,-0.0040000,8.1110000,0.0130000,-0.0130000,9.4613800,0.0002350,-0.0002350
TOI2295 c,TOI2295,1,2,Radial Velocity,2024,Haute-Provence Observatory,0,966.50000000000,4.30000000000,-4.20000000000,0,2.0180000000,0.0400000000,-0.0420000000,0,12.80000000,,,0,1.14000000,,,0,1783.01736327,73.10053361,-76.27881768,0,5.61000000,0.23000000,-0.24000000,0,Msini,0.194000,0.012000,-0.012000,0,,,,,234.90,7.60,-7.60,0,0,105.80000,1.10000,-1.10000,0,,5730.00,140.00,-140.00,0,1.459000,0.056000,-0.058000,0,1.168000,0.070000,-0.071000,0,0.3160,0.0400,-0.0400,0,[Fe/H],4.176000,0.042000,-0.039000,0,18h46m18.29s,281.5761962,+50d29m32.88s,50.4924657,126.27900000,0.39600000,-0.39400000,9.5950000,0.0040000,-0.0040000,8.1110000,0.0130000,-0.0130000,9.4613800,0.0002350,-0.0002350
TOI2202 c,TOI2202,1,2,Transit Timing Variations,2021,Multiple Observatories,0,24.67440000000,0.02580000000,-0.03390000000,0,0.1554400000,0.0025500000,-0.0026300000,0,13.40000000,,,0,1.19000000,,,0,117.27868218,32.73632592,-26.57045483,0,0.36900000,0.10300000,-0.08360000,0,Mass,0.062200,0.045200,-0.021100,0,,,,,,,,,0,29.30000,8.30000,-6.60000,0,K8 V,5144.00,50.00,-50.00,0,0.794000,0.007000,-0.007000,0,0.823000,0.027000,-0.023000,0,0.0400,0.0500,-0.0500,0,[Fe/H],4.550000,0.200000,-0.200000,0,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.93300000,1.05100000,-1.04100000,13.0040000,0.1030000,-0.1030000,10.8000000,0.0230000,-0.0230000,12.7606000,0.0003500,-0.0003500
TOI2180 b,TOI2180,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,260.79000000000,0.59000000000,-0.58000000000,0,0.8280000000,0.0120000000,-0.0120000000,0,11.32107051,0.24659758,-0.21297063,0,1.01000000,0.02200000,-0.01900000,0,875.61726129,27.65107141,-25.74410097,0,2.75500000,0.08700000,-0.08100000,0,Mass,0.368300,0.007300,-0.007300,0,2.7100,0.1300,-0.1300,0,348.00,3.30,-3.60,0,1,87.75000,0.98000,-0.99000,0,G5,5695.00,58.00,-60.00,0,1.636000,0.033000,-0.029000,0,1.111000,0.047000,-0.046000,0,0.2530,0.0570,-0.0570,0,[Fe/H],4.057000,0.015000,-0.016000,0,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,116.68500000,0.26700000,-0.26600000,9.1620000,0.0020000,-0.0020000,7.6040000,0.0160000,-0.0160000,9.0113300,0.0002360,-0.0002360
TOI2141 b,TOI2141,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,18.26157000000,0.00006000000,-0.00006000000,0,0.1330000000,0.0009000000,-0.0009000000,0,3.05000000,0.23000000,-0.23000000,0,0.27800000,0.02100000,-0.02100000,0,24.00000000,4.00000000,-4.00000000,0,0.07500000,0.01200000,-0.01200000,0,Mass,0.210000,,,1,57.4643,,,0,722.00,23.00,-23.00,0,0,6.00000,1.00000,-1.00000,0,,5659.00,48.00,-48.00,0,0.980000,0.060000,-0.060000,0,0.940000,0.020000,-0.020000,0,-0.1200,0.0130,-0.0130,0,[Fe/H],4.420000,0.040000,-0.040000,0,17h15m02.96s,258.7623456,+18d20m25.24s,18.3403449,77.68200000,0.22570000,-0.22440000,9.4600000,0.0030000,-0.0030000,7.8700000,0.0240000,-0.0240000,9.3440800,0.0002120,-0.0002120
TOI2134 c,TOI2134,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,95.50000000000,0.36000000000,-0.25000000000,0,0.3710000000,0.0040000000,-0.0040000000,0,7.27000000,0.42000000,-0.42000000,0,0.64858707,0.03746995,-0.03746995,0,41.89000000,7.69000000,-7.83000000,0,0.13180068,0.02419545,-0.02463594,0,Mass,0.670000,0.050000,-0.060000,0,1.4000,0.1000,-0.1000,0,306.00,4.00,-4.00,0,0,9.74000,1.60000,-1.63000,0,K5 V,4580.00,50.00,-50.00,0,0.709000,0.017000,-0.017000,0,0.744000,0.027000,-0.027000,0,0.1200,0.0200,-0.0200,0,[Fe/H],4.800000,0.300000,-0.300000,0,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.62020000,0.01600000,-0.01590000,8.9330000,0.0030000,-0.0030000,6.0910000,0.0170000,-0.0170000,8.5077000,0.0005110,-0.0005110
TOI2128 b,TOI2128,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,16.34136000000,0.00013000000,-0.00013000000,0,0.1270000000,0.0030000000,-0.0030000000,0,2.08874836,0.08866263,-0.07642236,0,0.18634597,0.00790996,-0.00681796,0,4.50000000,2.00000000,-2.00000000,0,0.01415858,0.00629270,-0.00629270,0,Mass,0.000000,,,0,86.2315,,,0,780.53,14.78,-14.42,0,0,1.10000,0.50000,-0.50000,0,,5968.00,86.00,-84.00,0,1.117400,0.023900,-0.022700,0,1.025100,0.038100,-0.037500,0,-0.0700,0.0500,-0.0570,0,[Fe/H],4.349000,0.026000,-0.026000,0,17h07m55.63s,256.9817998,+32d06m19.09s,32.1053027,36.57800000,0.03440000,-0.03430000,7.2214200,0.0230000,-0.0230000,5.8210000,0.0340000,-0.0340000,7.0664200,0.0002100,-0.0002100
TOI2019 b,TOI2019,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,15.34440000000,0.00570000000,-0.00570000000,0,0.1280000000,0.0030000000,-0.0030000000,0,5.33275337,0.26371361,-0.20823795,0,0.47575721,0.02352699,-0.01857778,0,34.40000000,4.40000000,-4.40000000,0,0.10823450,0.01384395,-0.01384395,0,Mass,0.000000,,,0,126.0520,,,0,917.46,20.14,-15.11,0,0,7.97000,0.95000,-0.95000,0,,5626.00,77.00,-78.00,0,1.745700,0.029500,-0.028900,0,1.183200,0.105700,-0.023700,0,0.4090,0.0580,-0.0560,0,[Fe/H],4.025000,0.041000,-0.016000,0,15h37m43.62s,234.4317651,+48d57m18.74s,48.9552060,198.00700000,0.82300000,-0.81700000,10.2630000,0.0050000,-0.0050000,8.5980000,0.0140000,-0.0140000,10.0769000,0.0001910,-0.0001910
TOI2010 b,TOI2010,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,141.83402500000,0.00006500000,-0.00006600000,0,0.5516000000,0.0078000000,-0.0093000000,0,11.81426566,0.30264248,-0.30264248,0,1.05400000,0.02700000,-0.02700000,0,408.72733140,17.48056238,-18.11621920,0,1.28600000,0.05500000,-0.05700000,0,Mass,0.212000,0.022000,-0.021000,0,4.0900,0.2200,-0.2100,0,400.20,5.60,-5.70,0,0,47.80000,1.50000,-1.50000,0,F0,5929.00,74.00,-74.00,0,1.079000,0.027000,-0.026000,0,1.112000,0.048000,-0.055000,0,0.1680,0.0550,-0.0550,0,[Fe/H],4.417000,0.021000,-0.025000,0,19h28m40.07s,292.1669417,+53d29m14.53s,53.4873694,109.19000000,0.32200000,-0.32000000,9.8490000,0.0040000,-0.0040000,8.2810000,0.0160000,-0.0160000,9.6956800,0.0003200,-0.0003200
TOI201 b,TOI201,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,52.97818000000,0.00004000000,-0.00004000000,0,0.3000000000,0.0200000000,-0.0300000000,0,11.29867200,0.13450800,-0.16813500,0,1.00800000,0.01200000,-0.01500000,0,133.48860000,15.89150000,-9.53490000,0,0.42000000,0.05000000,-0.03000000,0,Mass,0.280000,0.060000,-0.090000,0,30.2653,,,0,759.00,37.00,-26.00,0,0,19.00000,1.00000,-2.00000,0,F6 V,6394.00,75.00,-75.00,0,1.317000,0.011000,-0.011000,0,1.316000,0.027000,-0.027000,0,0.2400,0.0360,-0.0360,0,[Fe/H],4.318000,0.014000,-0.014000,0,05h49m36.43s,87.4017825,-54d54m37.52s,-54.9104230,113.82500000,0.34700000,-0.34500000,9.0700000,0.0300000,-0.0300000,7.8460000,0.0240000,-0.0240000,8.9400400,0.0002070,-0.0002070
TOI199 b,TOI199,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,104.85400000000,0.00100000000,-0.00200000000,0,0.4254000000,0.0020000000,-0.0020000000,0,9.07927437,0.05604490,-0.05604490,0,0.81000000,0.00500000,-0.00500000,0,54.03082919,6.35656814,-6.35656814,0,0.17000000,0.02000000,-0.02000000,0,Mass,0.090000,0.010000,-0.020000,0,2.7528,,,0,358.00,,,0,1,7.70000,1.10000,-1.10000,0,G9 V,5255.00,12.00,-10.00,0,0.820000,0.003000,-0.003000,0,0.936000,0.003000,-0.005000,0,0.2200,0.0300,-0.0300,0,[Fe/H],4.582000,0.003000,-0.006000,0,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27000000,0.19100000,-0.19000000,10.7010000,0.0080000,-0.0080000,8.8140000,0.0210000,-0.0210000,10.5784000,0.0003170,-0.0003170
TOI199 c,TOI199,1,2,Transit Timing Variations,2023,Multiple Observatories,0,273.69000000000,0.26000000000,-0.22000000000,0,0.8070000000,0.0030000000,-0.0030000000,0,11.40000000,,,0,1.01000000,,,0,88.99195396,6.35656814,-3.17828407,0,0.28000000,0.02000000,-0.01000000,0,Mass,0.096000,0.008000,-0.009000,0,,,,,,,,,0,9.10000,0.50000,-0.40000,0,G9 V,5255.00,12.00,-10.00,0,0.820000,0.003000,-0.003000,0,0.936000,0.003000,-0.005000,0,0.2200,0.0300,-0.0300,0,[Fe/H],4.582000,0.003000,-0.006000,0,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27000000,0.19100000,-0.19000000,10.7010000,0.0080000,-0.0080000,8.8140000,0.0210000,-0.0210000,10.5784000,0.0003170,-0.0003170
TOI1899 b,TOI1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,29.09031200000,0.00003600000,-0.00003500000,0,0.1525000000,0.0065000000,-0.0060000000,0,11.09689089,0.33626942,-0.33626942,0,0.99000000,0.03000000,-0.03000000,0,212.94503269,12.71313628,-12.71313628,0,0.67000000,0.04000000,-0.04000000,0,Mass,0.044000,0.029000,-0.027000,0,3.4000,0.3000,-0.2000,0,378.00,8.00,-7.00,0,0,59.82000,3.52000,-3.49000,0,M0,3926.00,45.00,-47.00,0,0.607000,0.017000,-0.016000,0,0.632000,0.026000,-0.025000,0,0.2800,0.1100,-0.1100,0,[Fe/H],4.672000,0.021000,-0.020000,0,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.43800000,0.25000000,-0.25000000,14.8800000,0.2000000,-0.2000000,10.5090000,0.0180000,-0.0180000,13.5553000,0.0004220,-0.0004220
TOI1898 b,TOI1898,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,45.52234000000,0.00006100000,-0.00006100000,0,0.2690000000,0.0050000000,-0.0050000000,0,9.39553231,0.23429150,-0.30913881,0,0.83821469,0.02090212,-0.02757956,0,129.00000000,7.00000000,-8.00000000,0,0.40587939,0.02202446,-0.02517081,0,Mass,0.485000,0.039000,-0.039000,0,51.0074,,,0,674.54,11.56,-11.76,0,0,22.90000,1.10000,-1.10000,0,,6241.00,88.00,-85.00,0,1.613100,0.029200,-0.031200,0,1.248400,0.026100,-0.037500,0,-0.0950,0.0590,-0.0710,0,[Fe/H],4.116000,0.019000,-0.022000,0,09h38m13.27s,144.5553000,+23d32m48.29s,23.5467464,79.66820000,0.44230000,-0.43770000,7.8700000,0.0300000,-0.0300000,6.6630000,0.0230000,-0.0230000,7.7480000,0.0003090,-0.0003090
TOI1836 b,TOI1836,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,20.38079900000,0.00001600000,-0.00001600000,0,0.1597000000,0.0031000000,-0.0032000000,0,8.00321222,0.34747840,-0.34747840,0,0.71400000,0.03100000,-0.03100000,0,38.45723725,9.21702380,-9.21702380,0,0.12100000,0.02900000,-0.02900000,0,Mass,0.000000,,,0,153.5185,,,0,966.00,31.00,-30.00,0,0,7.50000,1.80000,-1.80000,0,,6380.00,150.00,-150.00,0,1.577000,0.060000,-0.060000,0,1.307000,0.077000,-0.076000,0,-0.1010,0.0790,-0.0790,0,[Fe/H],4.159000,0.039000,-0.039000,0,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,191.64900000,0.92900000,-0.92000000,9.7650000,0.0040000,-0.0040000,8.5310000,0.0180000,-0.0180000,9.6448200,0.0003220,-0.0003220
