# This file was produced by the NS Exoplanet rchive  http://exoplanetarchive.ipac.caltech.edu
# Thu ug  7 13:52:27 2025
#
# User preference: *
#
# CONSTRINT:  where (disc_year < 2025
# CONSTRINT:  and pl_orbsmaxstr < 0.1
# CONSTRINT:  and pl_rvampstr > 1
# CONSTRINT:  and st_massstr in (0.6,1.6))
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major xis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major xis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major xis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major xis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_rvamp:       Radial Velocity mplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity mplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity mplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity mplitude Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          R [sexagesimal]
# COLUMN ra:             R [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MSS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MSS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MSS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
WASP26 b,WASP26,2,1,Transit,2010,SuperWASP,0,2.75660000000,0.00001000000,-0.00001000000,0,0.0400000000,0.0003000000,-0.0003000000,0,13.56289000,1.68135000,-1.68135000,0,1.21000000,0.15000000,-0.15000000,0,270.15550000,73.10090000,-73.10090000,0,0.85000000,0.23000000,-0.23000000,0,Mass,0.000000,,,0,1225.5264,,,0,1650.00,24.00,-24.00,0,0,135.50000,0.00000,0.00000,0,G0,6034.00,31.00,-31.00,0,1.220000,0.150000,-0.150000,0,0.860000,0.340000,-0.340000,0,0.1600,,,0,[Fe/H],4.440000,0.060000,-0.060000,0,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.75900000,4.76100000,-4.59100000,11.2970000,0.0120000,-0.0120000,9.6900000,0.0230000,-0.0230000,10.9935000,0.0004390,-0.0004390
TOI3261 b,TOI3261,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,0.88313310000,0.00000100000,-0.00000100000,0,0.0171400000,0.0001300000,-0.0002000000,0,3.82000000,0.42000000,-0.35000000,0,0.34079816,0.03746995,-0.03122496,0,30.30000000,2.20000000,-2.40000000,0,0.09533446,0.00692197,-0.00755124,0,Mass,0.000000,,,0,1466.0000,92.0000,-60.0000,0,1722.00,26.00,-18.00,0,0,22.10000,1.90000,-1.50000,0,K1.5+/-1,5068.00,61.00,-42.00,0,0.849000,0.024000,-0.017000,0,0.861000,0.020000,-0.030000,0,0.1380,0.0480,-0.0370,0,[Fe/H],4.190000,0.123000,-0.123000,0,03h10m54.85s,47.7285242,-73d31m55.10s,-73.5319720,300.14100000,1.08200000,-1.07400000,13.2610000,0.1140000,-0.1140000,11.1840000,0.0250000,-0.0250000,13.0582000,0.0003290,-0.0003290
HD18599 b,HD18599,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.13743540000,0.00000360000,-0.00000370000,0,0.0480000000,0.0004000000,-0.0004000000,0,2.60000000,0.15000000,-0.13000000,0,0.23195686,0.01338213,-0.01159784,0,24.10000000,7.10000000,-7.70000000,0,0.07582708,0.02233910,-0.02422691,0,Mass,0.340000,0.070000,-0.090000,0,145.0000,16.0000,-12.0000,0,863.00,21.00,-18.00,0,0,11.30000,3.30000,-3.60000,0,K2 V,5145.00,50.00,-50.00,0,0.767000,0.024000,-0.024000,0,0.863000,0.020000,-0.020000,0,0.0000,0.0800,-0.0800,0,[Fe/H],4.540000,0.090000,-0.090000,0,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.56530000,0.03660000,-0.03660000,8.9900000,0.0300000,-0.0300000,6.8830000,0.0200000,-0.0200000,8.7311700,0.0006510,-0.0006510
K2114 b,K2114,1,1,Transit,2017,K2,0,11.39093100000,0.00000310000,-0.00000320000,0,0.0944000000,0.0013000000,-0.0011000000,0,10.59248676,0.32506044,-0.31385146,0,0.94500000,0.02900000,-0.02800000,0,638.83509807,38.13940884,-38.13940884,0,2.01000000,0.12000000,-0.12000000,0,Mass,0.079000,0.030000,-0.030000,0,40.0000,3.3000,-3.1000,0,701.40,7.60,-7.70,0,0,200.00000,10.00000,-10.00000,0,,4899.00,59.00,-58.00,0,0.832000,0.022000,-0.021000,0,0.863000,0.037000,-0.031000,0,0.4200,0.0360,-0.0370,0,[Fe/H],4.534000,0.027000,-0.026000,0,08h31m31.90s,127.8829120,+11d55m20.12s,11.9222550,475.75800000,8.25200000,-7.98000000,14.5500000,0.2170000,-0.2170000,12.3040000,0.0290000,-0.0290000,14.2751000,0.0003010,-0.0003010
WASP4 b,WASP4,1,1,Transit,2007,SuperWASP,0,1.33823146600,0.00000002300,-0.00000002200,0,0.0226000000,0.0007000000,-0.0008000000,0,14.80708900,0.43715100,-0.43715100,0,1.32100000,0.03900000,-0.03900000,0,376.94638000,28.60470000,-31.14734000,0,1.18600000,0.09000000,-0.09800000,0,Mass,0.000000,,,0,1188.6219,,,0,1673.00,17.00,-17.00,0,0,241.10000,2.80000,-3.10000,0,G8,5400.00,90.00,-90.00,0,0.893000,0.034000,-0.034000,0,0.864000,0.084000,-0.090000,0,-0.0700,0.1900,-0.1900,0,[Fe/H],4.470000,0.110000,-0.110000,0,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.20600000,3.77100000,-3.67000000,12.4830000,0.0410000,-0.0410000,10.7460000,0.0210000,-0.0210000,12.3162000,0.0002460,-0.0002460
K227 b,K227,3,1,Transit,2016,K2,0,6.77131500000,0.00008500000,-0.00008500000,0,0.0670200000,0.0007100000,-0.0007100000,0,4.48000000,0.23000000,-0.23000000,0,0.39967883,0.02051923,-0.02051923,0,30.90000000,4.60000000,-4.60000000,0,0.09722179,0.01447315,-0.01447315,0,Mass,0.251000,0.088000,-0.088000,0,116.0000,16.0000,-12.0000,0,902.00,28.00,-28.00,0,0,11.80000,1.80000,-1.80000,0,,5248.00,60.00,-60.00,0,0.885000,0.043000,-0.043000,0,0.866000,0.029000,-0.023000,0,0.1300,0.0400,-0.0400,0,[Fe/H],4.480000,0.050000,-0.050000,0,11h26m03.64s,171.5151874,+01d13m50.25s,1.2306237,249.64500000,2.48900000,-2.44100000,12.6890000,0.1600000,-0.1600000,10.7040000,0.0240000,-0.0240000,12.4528000,0.0003060,-0.0003060
TOI3693 b,TOI3693,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,9.08851600000,0.00002600000,-0.00002700000,0,0.0813000000,0.0011000000,-0.0012000000,0,12.59889431,0.32506044,-0.25780656,0,1.12400000,0.02900000,-0.02300000,0,324.18497514,76.27881768,-69.92224954,0,1.02000000,0.24000000,-0.22000000,0,Mass,0.000000,0.048000,-0.052000,0,68.6000,4.7000,-4.1000,0,801.00,13.00,-12.00,0,0,109.00000,26.00000,-24.00000,0,,5321.00,86.00,-82.00,0,0.791000,0.017000,-0.014000,0,0.867000,0.036000,-0.037000,0,0.0710,0.0790,-0.0760,0,[Fe/H],4.581000,0.014000,-0.021000,0,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,176.43600000,1.22400000,-1.20800000,11.9480000,0.0180000,-0.0180000,10.1510000,0.0200000,-0.0200000,11.9579000,0.0005710,-0.0005710
HD136352 b,HD136352,1,3,Radial Velocity,2019,La Silla Observatory,0,11.57797000000,0.00008000000,-0.00013000000,0,0.0964000000,0.0028000000,-0.0028000000,0,1.66400000,0.04300000,-0.04300000,0,0.14845239,0.00383621,-0.00383621,0,4.72000000,0.42000000,-0.42000000,0,0.01485078,0.00132147,-0.00132147,0,Mass,0.000000,,,0,111.6000,7.3000,-6.8000,0,905.00,14.00,-14.00,0,0,1.46000,0.12000,-0.12000,0,G4 V,5664.00,61.00,-61.00,0,1.058000,0.019000,-0.019000,0,0.870000,0.040000,-0.040000,0,-0.2400,0.0500,-0.0500,0,[M/H],4.390000,0.110000,-0.110000,0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.68200000,0.01990000,-0.01980000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675
HD39855 b,HD39855,1,1,Radial Velocity,2019,Las Campanas Observatory,0,3.24980000000,0.00040000000,-0.00040000000,0,0.0410000000,0.0010000000,-0.0010000000,0,2.85000000,,,0,0.25400000,,,0,8.50000000,1.50000000,-1.50000000,0,0.02674386,0.00471950,-0.00471950,0,Msini,0.140000,0.110000,-0.110000,0,,,,,,,,,0,4.08000,0.71000,-0.71000,0,G8 V,5576.00,50.00,-46.00,0,0.744665,0.012304,-0.013048,0,0.870000,0.050000,-0.050000,0,,,,,,4.664640,0.087096,-0.077851,0,05h54m30.26s,88.6260731,-19d42m16.01s,-19.7044472,23.25990000,0.01880000,-0.01890000,7.5100000,0.0300000,-0.0300000,5.7560000,0.0260000,-0.0260000,7.3211300,0.0001800,-0.0001800
K2229 b,K2229,1,2,Transit,2018,K2,0,0.58421600000,0.00002200000,-0.00002200000,0,0.0131000000,0.0000000000,0.0000000000,0,1.00000000,0.02000000,-0.02000000,0,0.08921418,0.00178428,-0.00178428,0,2.49000000,0.42000000,-0.43000000,0,0.00783438,0.00132146,-0.00135292,0,Mass,0.000000,,,0,,,,,1818.00,14.00,-15.00,0,0,2.20000,0.36000,-0.37000,0,G9,5315.00,35.00,-35.00,0,0.790000,0.010000,-0.010000,0,0.870000,0.010000,-0.010000,0,-0.0900,0.0200,-0.0200,0,[Fe/H],4.600000,0.010000,-0.010000,0,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,102.56400000,1.09300000,-1.07000000,10.9850000,0.0170000,-0.0170000,9.0500000,0.0230000,-0.0230000,10.7861000,0.0015410,-0.0015410
Kepler428 b,Kepler428,1,1,Transit,2014,Kepler,0,3.52563254000,0.00000015000,-0.00000015000,0,0.0433000000,0.0009000000,-0.0009000000,0,12.11000000,0.34000000,-0.34000000,0,1.08000000,0.03000000,-0.03000000,0,403.63000000,60.39000000,-60.39000000,0,1.27000000,0.19000000,-0.19000000,0,Mass,0.220000,,,1,195.0880,10.8530,-10.2120,0,1070.00,25.00,-25.00,0,0,188.00000,26.00000,-26.00000,0,K1 V,5150.00,100.00,-100.00,0,0.800000,0.020000,-0.020000,0,0.870000,0.050000,-0.050000,0,0.0900,0.1700,-0.1700,0,[Fe/H],4.571000,0.011000,-0.011000,0,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.28400000,15.43100000,-15.43100000,15.3620000,0.0350000,-0.0350000,13.2340000,0.0330000,-0.0330000,15.2218000,0.0003750,-0.0003750
TOI1246 b,TOI1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.30744000000,0.00002000000,-0.00002000000,0,0.0490000000,0.0020000000,-0.0020000000,0,3.01000000,0.06000000,-0.06000000,0,0.26853468,0.00535285,-0.00535285,0,8.10000000,1.10000000,-1.10000000,0,0.02548545,0.00346099,-0.00346099,0,Mass,,,,,196.0000,,,0,955.00,,,0,0,3.44000,0.64000,-0.64000,0,K V,5151.00,100.00,-100.00,0,0.860000,0.050000,-0.050000,0,0.870000,0.030000,-0.030000,0,0.1700,0.0600,-0.0600,0,[Fe/H],4.400000,0.100000,-0.100000,0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.42200000,0.67300000,-0.66900000,11.6320000,0.0240000,-0.0240000,9.9070000,0.0360000,-0.0360000,11.7291000,0.0001590,-0.0001590
TOI1798.01,TOI1798,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,8.02152233100,0.00002381600,-0.00002819000,0,0.0749840000,0.0029660000,-0.0032200000,0,2.44800000,0.31900000,-0.19400000,0,0.21839631,0.02845932,-0.01730755,0,6.50000000,2.00000000,-2.00000000,0,0.02045129,0.00629270,-0.00629270,0,Mass,0.000000,,,0,69.2600,11.5800,-9.9000,0,734.31,9.57,-9.83,0,0,2.30000,0.70000,-0.70000,0,,5165.00,104.00,-104.00,0,0.780000,0.040000,-0.040000,0,0.870000,0.110000,-0.110000,0,0.0730,0.0550,-0.0550,0,[Fe/H],4.572000,0.014000,-0.019000,0,14h04m22.54s,211.0939367,+46d31m09.42s,46.5192825,113.18100000,0.30900000,-0.30800000,11.3610000,0.0230000,-0.0230000,9.2370010,0.0140000,-0.0140000,11.0670000,0.0005860,-0.0005860
TOI1798.02,TOI1798,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,0.43781182200,0.00000053000,-0.00000060500,0,0.0107890000,0.0004270000,-0.0004640000,0,1.46400000,0.18500000,-0.11300000,0,0.13060956,0.01650462,-0.01008120,0,5.60000000,0.80000000,-0.70000000,0,0.01761957,0.00251708,-0.00220245,0,Mass,0.000000,,,0,3345.4400,559.7200,-478.7200,0,1935.83,25.24,-25.91,0,0,5.24000,0.66000,-0.66000,0,,5165.00,104.00,-104.00,0,0.780000,0.040000,-0.040000,0,0.870000,0.110000,-0.110000,0,0.0730,0.0550,-0.0550,0,[Fe/H],4.572000,0.014000,-0.019000,0,14h04m22.54s,211.0939367,+46d31m09.42s,46.5192825,113.18100000,0.30900000,-0.30800000,11.3610000,0.0230000,-0.0230000,9.2370010,0.0140000,-0.0140000,11.0670000,0.0005860,-0.0005860
WASP160 B b,WASP160 B,2,1,Transit,2018,SuperWASPSouth,0,3.76849520000,0.00000350000,-0.00000350000,0,0.0452000000,0.0012000000,-0.0012000000,0,12.21781000,0.52682300,-0.45956900,0,1.09000000,0.04700000,-0.04100000,0,88.35674000,13.98452000,-14.30235000,0,0.27800000,0.04400000,-0.04500000,0,Mass,0.000000,,,0,210.5750,,,0,1119.00,25.00,-23.00,0,0,39.90000,5.90000,-6.10000,0,K0 V,5298.00,99.00,-99.00,0,0.868000,0.031000,-0.028000,0,0.870000,0.071000,-0.068000,0,0.2700,0.1000,-0.1000,0,[Fe/H],4.495460,0.086534,-0.086534,0,05h50m43.09s,87.6795610,-27d37m23.96s,-27.6233218,288.32600000,2.03600000,-2.00800000,13.0400000,0.0800000,-0.0800000,11.0550000,0.0210000,-0.0210000,12.8842000,0.0002230,-0.0002230
WASP52 b,WASP52,1,1,Transit,2012,SuperWASP,0,1.74977980000,0.00000120000,-0.00000120000,0,0.0272000000,0.0003000000,-0.0003000000,0,14.24000000,0.34000000,-0.34000000,0,1.27000000,0.03000000,-0.03000000,0,146.20000000,6.36000000,-6.36000000,0,0.46000000,0.02000000,-0.02000000,0,Mass,0.000000,,,0,605.7625,,,0,1315.00,35.00,-35.00,0,0,85.00000,3.40000,-3.50000,0,K2 V,5000.00,100.00,-100.00,0,0.790000,0.020000,-0.020000,0,0.870000,0.030000,-0.030000,0,0.0300,0.1200,-0.1200,0,[Fe/H],4.582000,0.014000,-0.014000,0,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.81800000,1.34300000,-1.32300000,12.1920000,0.0690000,-0.0690000,10.0860000,0.0250000,-0.0250000,11.9537000,0.0011170,-0.0011170
HATS15 b,HATS15,1,1,Transit,2016,HATSouth,0,1.74748753000,0.00000094000,-0.00000094000,0,0.0271200000,0.0002300000,-0.0002300000,0,12.38594500,0.44836000,-0.44836000,0,1.10500000,0.04000000,-0.04000000,0,689.69110000,47.67450000,-47.67450000,0,2.17000000,0.15000000,-0.15000000,0,Mass,0.126000,,,1,,,,,1505.00,30.00,-30.00,0,0,399.00000,26.00000,-26.00000,0,G9 V,5311.00,77.00,-77.00,0,0.922000,0.027000,-0.027000,0,0.871000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0,[Fe/H],4.449000,0.022000,-0.022000,0,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.55000000,99.70000000,-85.11000000,14.9090000,0.1720000,-0.1720000,12.7240000,0.0320000,-0.0320000,14.6473000,0.0004170,-0.0004170
WASP156 b,WASP156,1,1,Transit,2017,SuperWASP,0,3.83616230000,0.00000150000,-0.00000150000,0,0.0458000000,0.0008000000,-0.0009000000,0,6.02802815,0.12763915,-0.12019801,0,0.53778558,0.01138722,-0.01072337,0,41.80000000,2.90000000,-2.90000000,0,0.13151751,0.00912442,-0.00912442,0,Mass,0.000000,,,0,150.0000,10.0000,-10.0000,0,934.50,13.95,-14.04,0,0,18.70000,1.10000,-1.10000,0,K3,4987.00,57.00,-56.00,0,0.826800,0.013800,-0.014000,0,0.871200,0.025000,-0.026700,0,0.3050,0.0580,-0.0590,0,[Fe/H],4.541000,0.022000,-0.024000,0,02h11m07.70s,32.7820850,+02d25m05.50s,2.4181937,122.06600000,0.64800000,-0.64100000,11.5590000,0.0190000,-0.0190000,9.3390000,0.0230000,-0.0230000,11.3227000,0.0008580,-0.0008580
HD20003 b,HD20003,1,2,Radial Velocity,2019,La Silla Observatory,0,11.84820000000,0.00160000000,-0.00170000000,0,0.0974000000,0.0034000000,-0.0039000000,0,3.43000000,,,0,0.30600000,,,0,11.66000000,1.04000000,-1.06000000,0,0.03670000,0.00330000,-0.00330000,0,Msini,0.360000,0.050000,-0.050000,0,,,,,,,,,0,3.84000,0.20000,-0.21000,0,G8 V,5494.00,27.00,-27.00,0,0.921637,0.047725,-0.015850,0,0.875000,,,0,0.0400,0.0200,-0.0200,0,[Fe/H],4.410000,0.050000,-0.050000,0,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000,0.04990000,-0.04980000,8.3900000,0.0300000,-0.0300000,6.6470000,0.0200000,-0.0200000,8.1918400,0.0002370,-0.0002370
WASP177 b,WASP177,1,1,Transit,2019,SuperWASP,0,3.07172200000,0.00000100000,-0.00000100000,0,0.0395700000,0.0005800000,-0.0005800000,0,17.71022000,7.39794000,-4.03524000,0,1.58000000,0.66000000,-0.36000000,0,161.45764000,12.07754000,-12.07754000,0,0.50800000,0.03800000,-0.03800000,0,Mass,,,,,279.7736,,,0,1142.00,32.00,-32.00,0,0,77.30000,5.20000,-5.20000,0,K2,5017.00,70.00,-70.00,0,0.885000,0.046000,-0.046000,0,0.876000,0.038000,-0.038000,0,0.2500,0.0400,-0.0400,0,[Fe/H],4.486000,0.049000,-0.037000,0,22h19m11.28s,334.7969885,-01d50m03.95s,-1.8344301,176.81800000,2.42800000,-2.36400000,12.3120000,0.0800000,-0.0800000,10.1630000,0.0230000,-0.0230000,12.0715000,0.0008560,-0.0008560
TOI1272 b,TOI1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.31599000000,0.00001800000,-0.00001800000,0,0.0417000000,0.0007000000,-0.0007000000,0,4.13204907,0.22627680,-0.15125906,0,0.36863736,0.02018710,-0.01349445,0,27.00000000,2.70000000,-2.50000000,0,0.08495150,0.00849515,-0.00786588,0,Mass,0.350000,0.055000,-0.055000,0,120.5950,,,0,975.00,12.20,-11.69,0,0,13.50000,1.30000,-1.30000,0,,5065.00,52.00,-50.00,0,0.793400,0.010200,-0.009600,0,0.877200,0.014500,-0.016400,0,0.1820,0.0540,-0.0560,0,[Fe/H],4.582000,0.009000,-0.012000,0,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.57200000,0.40300000,-0.40100000,11.7580000,0.0460000,-0.0460000,9.7010000,0.0200000,-0.0200000,11.6000000,0.0004970,-0.0004970
TOI1272 c,TOI1272,1,2,Radial Velocity,2022,W. M. Keck Observatory,0,8.68110000000,0.00690000000,-0.00690000000,0,0.0790000000,0.0010000000,-0.0010000000,0,4.95000000,,,0,0.44200000,,,0,21.70000000,3.60000000,-3.60000000,0,0.06827584,0.01132687,-0.01132687,0,Msini,0.120000,0.000000,0.000000,0,,,,,697.00,23.00,-23.00,0,0,7.40000,1.20000,-1.20000,0,,5065.00,52.00,-50.00,0,0.793400,0.010200,-0.009600,0,0.877200,0.014500,-0.016400,0,0.1820,0.0540,-0.0560,0,[Fe/H],4.582000,0.009000,-0.012000,0,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.57200000,0.40300000,-0.40100000,11.7580000,0.0460000,-0.0460000,9.7010000,0.0200000,-0.0200000,11.6000000,0.0004970,-0.0004970
TOI1279 b,TOI1279,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,9.61419000000,0.00004000000,-0.00004000000,0,0.0850000000,0.0020000000,-0.0020000000,0,2.66146528,0.13795921,-0.10646515,0,0.23744044,0.01230792,-0.00949820,0,10.60000000,2.50000000,-2.50000000,0,0.03335133,0.00786588,-0.00786588,0,Mass,0.000000,,,0,74.7359,,,0,759.00,11.80,-11.66,0,0,3.50000,0.82000,-0.82000,0,,5457.00,67.00,-68.00,0,0.842600,0.013800,-0.012800,0,0.878400,0.026700,-0.025300,0,-0.0790,0.0560,-0.0590,0,[Fe/H],4.529000,0.021000,-0.023000,0,12h20m15.09s,185.0628734,+56d12m05.07s,56.2014094,107.05500000,0.28600000,-0.28400000,10.7140000,0.0060000,-0.0060000,8.8870000,0.0150000,-0.0150000,10.4785000,0.0001920,-0.0001920
